body,title,url
" 0 % PULSO SOCIAL0 Monica Bellucci y Vincent Cassel fueron una de las parejas más poderosas del cine europeo. Se casaron en 1999, pero en el 2013 sorprendieron a todos con el anuncio de su separación. Sin embargo, formaron una familia que aún sigue siendo noticia, pues su hija mayor, Deva, ya cuenta con un contrato de trabajo con la firma Dolce&Gabbana.
",,https://de10.com.mx/top-10/deva-cassel-la-hermosa-hija-de-monica-bellucci
"
A lo largo de los 64 años que el Senado ha otorgado la medalla Belisario Domíngez, sólo seis mujeres han sido distinguidas con el galardón.
Tras la publicación de algunos de los postulados a recibir la presea, de los 459 que se han sumado, 330 son hombres, 126 mujeres y tres asociaciones civiles. Por eso EL UNIVERSAL hace un recuento de las ganadoras de esta medalla.
Rosaura Zapata Cano
En 1954, un año después de que el expresidente Adolfo Ruiz Cortines instaurara la entrega de la medalla, la educadora y pedagoga, Rosaura Zapata Cano fue la primera en ser reconocida con dicha insignia por su contribución a la educación en México.
En 1904, la profesora originaria de La Paz, creó los Jardines de Niños, los cuales supervisó después de su viaje por Europa para visitar las escuelas inauguradas por sus homólogos Enrique Pestalozzi y Federico Froebel.
Tras su regreso a México en 1906, se encargó de crear más escuelas, elaboró programas, apuntes, ideó juegos educativos y seleccionó textos escolares. También organizó cursos de capacitación por toda la República y gracias a su intervención se creó el Instituto de Información Educativa Preescolar para unificar la formación de las educadoras.
Zapata, autora de cuentos y rimas infantiles, murió en la ciudad de México el 23 de julio de 1963.
María Hernández Zarco
En 1963, la distinción fue para María Hernández Zarco, periodista e impresora durante la época de la Revolución, quien además apoyó al ejército constitucionalista.
Durante su labor como cajista en la imprenta de Adolfo Montes de Oca, Hernández Zarco fue la única que aceptó imprimir el discurso del senador Belisario Domínguez en el que condenaba el régimen de Victoriano Huerta. A pesar del asesinato del político mexicano en 1913, la revolucionaria reimprimió el discurso en un folleto llamado 'Palabras de un muerto', por lo que fue perseguida y permaneció oculta en Veracruz, lugar donde nació.
También trabajó en los Talleres Gráficos de la Nación y en la Secretaria de Educación Pública hasta su jubilación en 1947.
Durante la entrega del distintivo, que coincidió con el cincuentenario de la muerte del senador chiapaneco, María expresó su orgullo por su participación en el gremio de las artes gráficas y su actuación en revolución política y social mexicana.
La también reconocida como Veterana de la Revolución, murió en 1967.
María Cámara Vales
Profesora de educación elemental nacida en Mérida, Yucatán, recibió la condecoración en 1969.
Al igual que su antecesora, sus actuaciones se desarrollaron durante la Revolución Mexicana, periodo en el que arriesgó su vida para asegurar la de su esposo, José María Pino Suárez, pues abordó una embarcación en la que realizó labores de carga y descarga para filtrarse entre los integrantes del grupo militar que iba en busca de Pino Suárez.
Durante la ceremonia de reconocimiento, la entonces senadora María Lavalle Urbina ofreció un discurso en el que destacó los esfuerzos, hazañas y sacrificios de Cámara Vales, quien agradeció en nombre de su esposo y de las miles de “Adelitas” que compartieron sus penas.
María Lavalle Urbina
La Belisario Domínguez fue después entregada en 1985 a María Lavalle Urbina.
Fue profesora de primaria, así como la primera mujer en titularse como abogada en sue stado natal, en ser magistrada del Tribunal Superior de Justicia del Distrito y Territorios Federales, y también en presidir el Senado de la República en 1965 por el Partido Revolucionario Institucional (PRI).
La procedente de Campeche representó a México en 30 reuniones internacionales y en asambleas de la Comisión Interamericana de Mujeres de la OEA. Dentro de sus reconocimientos destacan: ""La Mujer del Año"", en 1963; premio de la ONU por servicios eminentes a la causa de los derechos humanos en 1973; medalla de honor al mérito jurídico de la Asociación Nacional de Abogados en 1979; y Medalla Justo Sierra del Gobierno de Campeche en 1981.
Griselda Álvarez
En 1996, la medalla fue entregada a Griselda Álvarez, también senadora y primera mujer en gobernar el estado de Colima de 1979 a 1985.
La ensayista, narradora y poeta por la Facultad de Filosofía y Letras de la Universidad Nacional Autónoma de México (UNAM), también fue editorialista de Excélsior, 'Novedades' y 'Siempre!', así como directora del Museo Nacional de Arte, filial del Instituto Mexicano de Cultura y fundadora y presidenta del patronato de la Fundación Fortaleza Centro de Atención a la Mujer.
Recibió el premio Sor Juana Inés de la Cruz en 1968, la presea Torre de Plata 1998, otorgada por el Club de Periodistas de México, y cuenta con una destacada trayectoria en los ámbitos literario, educativo, social y político.
Julia Carabias
En 2017, Julia Carabias fue la última mujer en ser galardonada por el Senado, esto por su distinguida contribución al medio ambiente.
La reciente integrante de El Colegio Nacional, estudió Biología en la Facultad de Ciencias de la UNAM, donde desempeñó el cargo de coordinadora del Programa de Investigación y Desarrollo Rural de Aprovechamiento Integral de Recursos Naturales (PAIR).
Posteriormente fue secretaria de Medio Ambiente, Recursos Naturales y Pesca en el sexenio del priista Ernesto Zedillo.
Es autora de numerosos artículos científicos; su trabajo de investigación se ha enfocado en diversos temas ambientales, en particular la regeneración de selvas tropicales, la restauración de ecosistemas, el manejo de recursos naturales, la ecología y el cambio climático.
rmlgv
",Ellas son las únicas seis mujeres ganadoras de la Belisario Domínguez,http://www.eluniversal.com.mx/nacion/politica/ellas-son-las-unicas-seis-mujeres-ganadoras-de-la-belisario-dominguez
"La presidenta de la Comisión Especial de Atención a Periodistas de la LXII Legislatura, diputada Beatriz Eugenia Benavente Rodríguez, hizo un llamado a los trabajadores de los distintos medios de comunicación de las cuatro zonas del estado para que acudan este próximo lunes 30 de septiembre a la sesión de trabajo de la comisión legislativa que se desarrollará a las 11:00 horas en el auditorio “Manuel Gómez Morín”, en el edificio, “Presidente Juárez”, ubicado en la calle de Vallejo 200, zona centro.
La legisladora explicó que el objetivo de convocar a los trabajadores de los distintos medios de comunicación de San Luis Potosí es para recibir algunas propuestas, así como conocer el planteamiento de soluciones a sus diversas problemáticas que les permita garantizar el ejercicio del periodismo e integrarlos en su conjunto como parte del plan de trabajo que conformará la Comisión Especial de Atención a Periodistas.
En este sentido, la diputada Beatriz Benavente reconoció que en la actualidad en México el ejercicio del periodismo se ha convertido en una profesión de alto riesgo, por ello, dijo que “es importante que desde el Congreso del Estado, se esté trabajando en la protección de los periodistas a fin de garantizarles que puedan desarrollar sus actividades bajo la premisa principal de respetar la libertad de expresión y evitar que se mantengan en una condición de vulnerabilidad”.
“Estamos invitando a los integrantes del gremio periodístico a trabajar coordinadamente con la Comisión Especial para la Atención a Periodistas, con el objetivo de que en esta reunión se puedan conocer sus propuestas para la integración del Plan de Trabajo que contemple diversos puntos de interés general para el periodismo”, señaló.
La Comisión Especial de Atención a Periodistas de la LXII Legislatura está integrada por la diputada Beatriz Eugenia Benavente González como presidenta; vicepresidente, diputado Cándido Ochoa Rojas; secretario, diputado Rolando Hervert Lara; y como vocales las diputadas María Isabel González Tovar y Marite Hernández Correa.
 
apl
","Periodismo, una profesión de alto riesgo: Beatriz Benavente",https://sanluis.eluniversal.com.mx/politica/28-09-2019/periodismo-una-profesion-de-alto-riesgo-beatriz-benavente
"Giovanni nunca pudo superar el desamor de Karen Daniela y, en venganza, desató una ola de ejecuciones, hasta que acabó con la vida de la joven a principios de este mes en la alcaldía Gustavo A. Madero.
“Mía o de ninguno”, parece que fue la consigna con la que Giovanni, alias “La Muñeca”, actuó para vengar la decisión de su expareja, lo que le costó la vida a siete personas desde 2017 a la fecha, en la zona de Cuautepec.
Un seguimiento realizado por la policía capitalina da cuenta de cómo “La Muñeca”, quien hasta ahora se encuentra prófugo, hizo uso de la violencia para tratar de retener el amor de la mujer, hasta que, finalmente, el 3 de septiembre pasado, Karen Daniela Ramírez Rivera, de 25 años, fue ejecutada cuando viajaba en una motoneta con su hija rumbo a la escuela de la pequeña, en la colonia La Pastora.
Las indagatorias de la Policía capitalina apuntan como principal sospechoso a “La Muñeca”, presunto integrante de la banda de narcomenudistas locales conocida como “Los Rudos”, que lidera un hombre conocido como “El Santa Claus”.
La historia del amor mal correspondido se remonta a casi una década atrás, cuando Karen cortó a “La Muñeca” y decidió formar una familia con Rodolfo Martínez Carbajal, con quien procreó una niña, que hoy tiene 8 años.
Esa decisión, con el tiempo, le costaría a Karen la vida, a dos de sus parejas, uno de sus suegros, un primo y dos conocidos.
El primer ataque ocurrió en junio de 2017, la camioneta en la que viajaban Karen y Ricardo López Salas —un gasero y exconvicto con quien ella sostenía una relación— fue atacada a balazos, pero ambos sobrevivieron. Con tres heridas de bala cada uno, fueron llevados a un hospital en donde salvaron la vida. 
“La Muñeca”, entonces, arremetió contra el padre de la hija de Karen, pero por error mató al abuelo de la niña, José Rodolfo Martínez Mendoza, de 62 años. “La Muñeca” siguió por días a Rodolfo y vio que a diario salía en un “vocho” blanco habilitado como taxi; sin embargo, el día que decidió atacarlo en la colonia Tlalpexco, a principios de 2018, quien manejaba la unidad era el padre de Rodolfo, don José Rodolfo, quien murió de un disparo en la cabeza. 
Cuatro meses después, el 14 de mayo, logró su objetivo y mató a Rodolfo Martínez Carbajal y a dos amigos de éste, dejando heridos, además, a otros dos jóvenes cuando todos reparaban un auto en la colonia Cuautepec.
“Eso es por no quedarte a mi lado y no querer tener un hijo a mi lado y cómo con otra persona sí te atreviste a tenerlo”, escribió “La Muñeca” a Karen a través de Facebook, tras este homicidio.
Ese mismo año, en octubre, Osvaldo Rivera Campuzano, primo de Karen, fue asesinado a balazos en la colonia La Pastora, aunque en principio se manejó una deuda con vendedores de droga, la policía no descarta la mano de “La Muñeca” en el homicidio.
Aunque Ricardo, el gasero que mantenía una relación con Karen , había sobrevivido al primer ataque, el 22 marzo pasado fue ultimado a balazos en calles de la colonia La Pastora. 
Las pesquisas apuntan a “La Muñeca”, hasta el momento las autoridades no han logrado su detención.
",,https://www.elgrafico.mx/la-roja/historia-de-desamor-desata-venganza-y-ola-de-ejecuciones-en-la-gam
"
La señora Patricia Sánchez fue atropellada por un camión el 18 de septiembre pasado, en la esquina de Reforma y Eje 2 Norte. Acababa de recoger a su hija, de once años, de una clase de violín. La niña relató después que cuando en el semáforo se encendió la figura de una persona, Patricia bajó de la banqueta y comenzó a cruzar la calle, llevándola de la mano. De repente vio encima de sí “la esquina del camión y su luz” (eran las ocho de la noche). Ella fue lanzada sobre la banqueta. La señora Patricia quedó bajo el camión.
Una testigo dijo que se escuchó un quejido, como si a la víctima “se le hubiera ido el aire”. La gente se arremolinó alrededor de la unidad e impidió que el chofer descendiera de la unidad. Una compañera de clases que vio a la niña llorando, la llevó de regreso a la escuela y le contó al director lo que había ocurrido.
Marco Antonio, el esposo de Patricia, acababa de salir de trabajar, en el otro extremo de la ciudad, cuando el director le llamó para decirle que había ocurrido un accidente. En Metro, corriendo por las calles, y también en taxi, Marco Antonio llegó al lugar de los hechos. Vio el cadáver de su esposa en el piso. “Le pegó un camión a mi mamá”, le dijo su hija llorando.
La policía se había llevado ya al conductor. Marco Antonio anotó los datos de la unidad: un camión morado con blanco, placas de circulación 0012514. Alguien le dijo que el vehículo era operado por la empresa Corredor Ecológico Urbano, S.A. de C.V.
Marco Antonio pasó esa noche en el ministerio público que está en las instalaciones de la alcaldía de Cuauhtémoc. No le dieron información sobre el detenido. Un auxiliar le dijo más tarde que algún representante de la empresa de autobuses había estado ahí, “pero se retiró de inmediato”.
Otro auxiliar se negó a darle copias de la carpeta, alegando que “el multifuncional estaba descompuesto”. El ministerio público, Guillermo Alamilla, extendió un oficio para que el Instituto de Ciencias Forenses practicara la necropsia al “cuerpo sin vida de un individuo del sexo masculino”. En el documento, además, se había alterado el número de carpeta (es la CI-FCH/CUH-2/UI-3C/D/11919.2019), con lo que parecía que, en lugar de unas horas antes, ésta se había iniciado en 2016. Otro oficio, firmado por el ministerio público Gustavo Hernández, solicitó que una vez practicada “la necropsia de ley del cuerpo de sexo masculino”, entregaran el cadáver de Patricia a sus familiares.
Marco Antonio obtuvo otros dos documentos. En el primero, la perito Beatriz Hernández expresó que no podía determinar el grupo sanguíneo ni el factor Rh de la occisa, “debido a que por el momento no se cuenta con los reactivos de antisueros, indispensables para llevar a cabo el estudio”. En el segundo, los expertos en tránsito terrestre indicaban que no podían hacer consideraciones sobre el accidente, “toda vez” que no se había entrevistado al conductor, y en los videos recabados por la autoridad “no se aprecia la forma como se desarrolla el presente hecho”.
Marco Antonio comenzó a pensar que en el MP estaban enredando todo para que, cumplido el plazo de 48 horas, el chofer, Yair Valverde Chávez, fuera puesto en libertad. Sus sospechas se acentuaron más tarde, cuando ya se había llevado a cabo el sepelio y él seguía sin información alguna sobre el responsable: le dijeron solo que el imputado se había reservado su derecho a declarar.
Autobús señalado como responsable de atropellar a Patricia Sánchez
El martes 24 de septiembre, Marco Antonio regresó al MP a pedir avances. Le dijeron que la carpeta ya no estaba ahí sino en la coordinación territorial CUH3, en Peralvillo.
En Peralvillo le informaron que la carpeta estaba en la oficialía de partes, por lo que “aún no la recibimos”. Ahí mismo se enteró al día siguiente de que la carpeta estaba etiquetada ya como “sin detenido”.
Decidió no bajar la cara. En su página de Facebook exigió que se revocara la concesión de la ruta. Un representante le respondió que CEUSA no era responsable del accidente: “Las placas de la empresa van de 1290001 a 1290080… la unidad que participó en los hechos es la 0012514”.
Según el representante, “el autobús forma parte de un grupo disidente de 45 unidades que trabajan fuera de la legalidad con placas sobrepuestas, cromática que no les corresponde, vidrios polarizados, cacharpos y tarifa no autorizada”.
El autobús placas 0012514 regresó a la calle dos días después de la muerte de Patricia. Marco Antonio recibió una fotografía en la que se ve a la unidad circular de nuevo. Bajo la foto había un comentario: “Trabaja en la impunidad, bajo el amparo de autoridades del gobierno capitalino”.
@hdemauleon[email protected]
 ",En la ciudad de la impunidad,https://www.eluniversal.com.mx/opinion/hector-de-mauleon/en-la-ciudad-de-la-impunidad
"
José Joel y Marysol continúan en la búsqueda del cuerpo de su padre, el cantante José José, en la ciudad de Miami, luego que su media hermana Sara Sosa no les dé más información tras la muerte de ""El Príncipe de la Canción"". 
El actor y cantante aseguró en entrevista con Radio Fórmula que su intención al estar allí es arreglar las cosas pues fueron de buena fe ""con la esperanza de hacer familia, de hacer las cosas bien"". 
Sin embargo José Joel criticó que su media hermana, hija del tercer matrimonio del intérprete de ""Almohada"", no tenga unos cuántos minutos para hablar con ellos y sí en entrevistas exclusivas con medios de comunicación norteamericanos. 
El mexicano indicó que han estado hablando con el Consulado de México en Miami y también han tenido la vía abierta con el gobierno mexicano, pues su intención es no dejar a José José ""arrumbado en algún rincón"". ""Vamos a continuar con la esperanza que podamos dar con él"", agregó. 
Sobre los problemas que han tenido en Miami aseguró que él y su hermana, ambos fruto del matrimonio de José José con Anel, no han tenido comunicación con Sara excepto lo que ha dicho y que el último mensaje que él recibió por parte de su media hermana fue muy ambiguo. 
José Joel insistió en que ayer perdieron todo el día yendo a los hospitales y a la funeraria la cual aseguró que se trata de una franquicia y que hay otras 10 con el mismo nombre en la localidad estadounidense, dijo a Javier Poza.
Ayer por la noche, José Joel publicó un video en su cuenta de Twitter en el que dijo a Sarita que ellos cumplieron al ir a Miami y que están a la espera de que ella les indique qué sigue. ""Estamos esperando que tú nos digas a qué hora nos vemos, dónde nos vemos y qué hacemos"", agregó el cantante previo a insistir en la necesidad de conocer dónde está el cuerpo de su papá.
 

pic.twitter.com/jgMlxAU1tM
 — JOSE JOEL OFICIAL (@josejoeloficial) September 30, 2019

Marysol Sosa, hermana de José Joel, insistió en que ella no puede creer en la muerte de ""El Príncipe de la Canción"" hasta no ver su cuerpo. También criticó que la viuda y su hija aislaron de su padre y que ellos se dieron cuenta ""que lo estaban dejando de morir"". 
Cargada de sentimiento lamentó la jornada que tuvieron y hoy tienen en puerta pues su hija Elena cumple un año y ella está en Miami sin resolver dónde está el cuerpo de su padre. ""Tenemos que llegar a conocer todo el trasfondo de esto"", insitió. 
nrv
",Hay como 10 funerarias con el mismo nombre: José Joel,https://www.eluniversal.com.mx/espectaculos/hay-como-10-funerarias-con-el-mismo-nombre-jose-joel
"
Nombres rondan a Monterrey. Y ahora, quién podrá ayudarlos.
El plantel más caro del futbol mexicano necesita quién lo dirija y los curriculums llegan en cascada a FEMSA directamente, se dice que saltándose a Duilio Davino.
En lo más alto de las oficinas hay cuatro nombres que tienen muy presentes: Ariel Holan, ex técnico de Independendiente; Javier Aguirre, ex técnico de Egipto; Antonio Mohamed, ex técnico de Rayados; y Matías Almeyda, quien es actualmente técnico del San José Earthquakes de la MLS.
 



Artículo


Diego Alonso no es más el DT de Rayados

Universal Deportes


El estratega fue cesado luego de perder el Clásico Regio en la Jornada 12 








Con los tres primeros, no habría problema para negociar, pero con el 'Pelado' había que esperar a que termine su participación en el campeonato de los Estados Unidos.
Y dicen que es el favorito de los directivos Rayados. Es cuestión de que se decidan...
 



Artículo


Los siete técnicos despedidos en el Apertura 2019

Universal Deportes


Diego Alonso se suma a la lista de cesados en el actual torneo de la Liga MX 








 
",Estos son los candidatos para dirigir a Rayados,http://www.eluniversal.com.mx/universal-deportes/futbol/estos-son-los-candidatos-para-dirigir-rayados
"Las detonaciones alertaron a los asistentes de un mercado, quienes al acercarse al lugar donde se escucharon los tiros, encontraron a un hombre muerto.
Ayer por la mañana, trabajadores del mercado 4 de Julio, de la colonia José López Portillo, alcaldía Iztapalapa, escucharon los balazos.
Clientes y locatarios no sabían qué había ocurrido, hasta que se percataron de que en el parte trasera del mercado yacía un hombre ensangrentado.
Ahí frente, a un negocio de la calle 18 se encontraba boca abajo Mario Regino, de 47 años.
Al reconocerlo como el hombre que desde hace más de 20 años atiende un local de venta de hielo que se encuentra en la zona, los testigos pidieron ayuda de policías y paramédicos que, al llegar al sitio, indicaron que él estaba muerto.
Los agentes informaron que el cadáver presentaba varias heridas de bala. Ahí, entre los indicios, habían nueve casquillos de una arma calibre 9 milímetros. 
Los curiosos que lograron reconocer al hombre informaron a sus familiares lo que había pasado. Hasta el lugar llegó la hija y la esposa de la víctima, quienes aseguraron que el hombre no tenía problemas con nadie, por lo que se presume que la agresión tiene relación con un robo.
Como a esa hora, había poca gente en el mercado y no hubo quien reconociera a los autores del crimen. Por esa razón, los agentes buscan en cámaras de vigilancia para indagar quién fue el responsable de la muerte del hombre.
",,https://www.elgrafico.mx/la-roja/asesinan-balazos-vendedor-de-hielo-en-mercado-de-iztapalapa
"
La conducción automovilística en la Ciudad de México se ha caracterizado, según lo dicen los residentes en estados de la República, como un manejo atrevido, intrépido y sin precaución.
¿Qué tan cierto puede ser esta afirmación? De acuerdo con la página de la Secretaría de Seguridad Pública en el apartado de Nuevo Reglamento de Tránsito, los capitalinos han incurrido en cinco faltas graves a la hora de manejar su auto en el último año.
Éstas son:
1. No respetar la señal de alto del semáforo: 175,129, al año
2.Invadir área de espera para bicicletas o motocicletas: 151,715, al año

3. Dar vuelta prohibida: 96,834, al año
4. Invadir el paso peatonal: 64,789, al año
5. No usar el cinturón de seguridad al conducir: 16,776, al año

Cabe agregar que por el uso de distractores mientras se conduce (conducir hablando por celular, enviando mensajes, chatear, maquillarse; uso de tablets, pantallas de video y foto, etc.)  registraron 4,702, al año, siendo la sexta falta grave en la que incurren los capitalinos.
Así que ya lo sabes, no formes parte de la estadística.

 
",5 multas graves a los que han sido acreedores los capitalinos al conducir,http://www.eluniversal.com.mx/autopistas/5-multas-graves-los-que-han-sido-acreedores-los-capitalinos-al-conducir
"
Monterrey.- En sus 76 años de historia negra, el penal del Topo Chico ha tenido en sus celdas a personajes polémicos y algunos de renombre, quienes han estado internados por algún delito, aunque sea por unas horas.
En 1959 fue internado en Topo Chico el doctor Alfredo Ballí Treviño, acusado de destazar vivo con su instrumental a un joven. Su caso fue famoso en su momento porque inspiró al escritor estadounidense Thomas Harris para crear al personaje icónico Hannibal Lecter, en “El silencio de los inocentes”, que protagonizó Anthony Hopkins.
Otro reo famoso del centro penitenciario fue el llamado “Capitán Fantasma”, Santiago Reyes Quesada, a quien se atribuyen 12 fugas exitosas de cárceles del país; una de ellas efectuada el 28 de agosto de 1962 del penal de Topo Chico, de donde escapó escondido en un escritorio de doble fondo que él mismo fabricó.
Ahí estuvieron presos por ocho años el banquero Jorge Lankenau Rocha -dueño de una compañía de seguros denominada ABA- por fraude y evasión de impuestos en 1997.
En esta prisión fue recluido en 2004 el exdirector de la Dirección Federal de Seguridad (DFS), Miguel Nazar Haro, acusado de la desaparición en la década de los setenta de los líderes de la Liga Comunista 23 de Septiembre Ignacio Salas Obregón y Jesús Piedra Ibarra, por medio de las brigadas blancas.
En 2017, por 19 horas, fue fichado el exgobernador Rodrigo Medina de la Cruz, quien estuvo en Topo Chico por daño contra el erario por más de 3 mil millones de pesos y otros delitos, sin embargo logró obtener su libertad y salir bien librado de los procesos en su contra. Aunque sí quedó marcado por la foto que se difundió de él con el uniforme del penal.
 Foto: Archivo

Entre las figuras públicas que también cayeron en en esta prisión está el exfutbolista Jesús “El Cabrito” Arellano, acusado por presunto abuso sexual y Andrés Puentes, el exesposo de la cantante Tatiana, quien fue acusado por abandono de familia.
afcl
","Los ""huéspedes distinguidos"" que tuvo el penal Topo Chico en Nuevo León ",http://www.eluniversal.com.mx/estados/los-huespedes-distinguidos-que-tuvo-el-penal-topo-chico-en-nuevo-leon
